3.828461196	-4.26196903	5.35847927	-1.778888562	-5.527777778	-0.387382402	-2.469302388	-3.40198123	-3.666499247	3.107198343	-0.258264463	-3.260462211	1.149861006	0.718979374	-1.120473654	0.178054662	0.772284097	-0.342068711	0.327585974
-2.339514979	4.021368156	-4.26196903	5.35847927	-1.778888562	-5.527777778	-0.387382402	-2.469302388	-3.40198123	-3.666499247	3.107198343	-0.258264463	-3.260462211	-0.457799486	0.718979374	-1.120473654	0.178054662	0.772284097	-0.342068711
-2.312472901	-1.298145506	4.021368156	-4.26196903	5.35847927	-1.778888562	-5.527777778	-0.387382402	-2.469302388	-3.40198123	-3.666499247	3.107198343	-0.258264463	0.36635905	-0.457799486	0.718979374	-1.120473654	0.178054662	0.772284097
-2.181057664	-3.251915017	-1.298145506	4.021368156	-4.26196903	5.35847927	-1.778888562	-5.527777778	-0.387382402	-2.469302388	-3.40198123	-3.666499247	3.107198343	0.566954045	0.36635905	-0.457799486	0.718979374	-1.120473654	0.178054662
-2.013115754	-2.046608903	-3.251915017	-1.298145506	4.021368156	-4.26196903	5.35847927	-1.778888562	-5.527777778	-0.387382402	-2.469302388	-3.40198123	-3.666499247	0.162168501	0.566954045	0.36635905	-0.457799486	0.718979374	-1.120473654
8.779878144	-2.3791368	-2.046608903	-3.251915017	-1.298145506	4.021368156	-4.26196903	5.35847927	-1.778888562	-5.527777778	-0.387382402	-2.469302388	-3.40198123	0.33924596	0.162168501	0.566954045	0.36635905	-0.457799486	0.718979374
0.931451026	7.342602718	-2.3791368	-2.046608903	-3.251915017	-1.298145506	4.021368156	-4.26196903	5.35847927	-1.778888562	-5.527777778	-0.387382402	-2.469302388	-1.590588609	0.33924596	0.162168501	0.566954045	0.36635905	-0.457799486
-2.552375332	-1.353514772	7.342602718	-2.3791368	-2.046608903	-3.251915017	-1.298145506	4.021368156	-4.26196903	5.35847927	-1.778888562	-5.527777778	-0.387382402	1.085343893	-1.590588609	0.33924596	0.162168501	0.566954045	0.36635905
-1.171875	-1.799940986	-1.353514772	7.342602718	-2.3791368	-2.046608903	-3.251915017	-1.298145506	4.021368156	-4.26196903	5.35847927	-1.778888562	-5.527777778	0.726082921	1.085343893	-1.590588609	0.33924596	0.162168501	0.566954045
-1.559897017	-0.796274038	-1.799940986	-1.353514772	7.342602718	-2.3791368	-2.046608903	-3.251915017	-1.298145506	4.021368156	-4.26196903	5.35847927	-1.778888562	-0.107361201	0.726082921	1.085343893	-1.590588609	0.33924596	0.162168501
-2.037351443	-1.877934272	-0.796274038	-1.799940986	-1.353514772	7.342602718	-2.3791368	-2.046608903	-3.251915017	-1.298145506	4.021368156	-4.26196903	5.35847927	0.437591756	-0.107361201	0.726082921	1.085343893	-1.590588609	0.33924596
-0.701306981	-3.164068529	-1.877934272	-0.796274038	-1.799940986	-1.353514772	7.342602718	-2.3791368	-2.046608903	-3.251915017	-1.298145506	4.021368156	-4.26196903	0.46625391	0.437591756	-0.107361201	0.726082921	1.085343893	-1.590588609
-1.189901913	-0.876633726	-3.164068529	-1.877934272	-0.796274038	-1.799940986	-1.353514772	7.342602718	-2.3791368	-2.046608903	-3.251915017	-1.298145506	4.021368156	0.494517643	0.46625391	0.437591756	-0.107361201	0.726082921	1.085343893
-0.579616809	-0.128638045	-0.876633726	-3.164068529	-1.877934272	-0.796274038	-1.799940986	-1.353514772	7.342602718	-2.3791368	-2.046608903	-3.251915017	-1.298145506	0.09085548	0.494517643	0.46625391	0.437591756	-0.107361201	0.726082921
-2.635316396	2.028658831	-0.128638045	-0.876633726	-3.164068529	-1.877934272	-0.796274038	-1.799940986	-1.353514772	7.342602718	-2.3791368	-2.046608903	-3.251915017	-0.461387919	0.09085548	0.494517643	0.46625391	0.437591756	-0.107361201
-2.724358974	-1.530692757	2.028658831	-0.128638045	-0.876633726	-3.164068529	-1.877934272	-0.796274038	-1.799940986	-1.353514772	7.342602718	-2.3791368	-2.046608903	0.151973397	-0.461387919	0.09085548	0.494517643	0.46625391	0.437591756
-0.938580603	-2.676282051	-1.530692757	2.028658831	-0.128638045	-0.876633726	-3.164068529	-1.877934272	-0.796274038	-1.799940986	-1.353514772	7.342602718	-2.3791368	0.933229114	0.151973397	-0.461387919	0.09085548	0.494517643	0.46625391
0.79351959	-0.395191833	-2.676282051	-1.530692757	2.028658831	-0.128638045	-0.876633726	-3.164068529	-1.877934272	-0.796274038	-1.799940986	-1.353514772	7.342602718	-0.007513343	0.933229114	0.151973397	-0.461387919	0.09085548	0.494517643
2.611443779	-0.611671351	-0.395191833	-2.676282051	-1.530692757	2.028658831	-0.128638045	-0.876633726	-3.164068529	-1.877934272	-0.796274038	-1.799940986	-1.353514772	0.330779572	-0.007513343	0.933229114	0.151973397	-0.461387919	0.09085548
0.402965828	3.193612774	-0.611671351	-0.395191833	-2.676282051	-1.530692757	2.028658831	-0.128638045	-0.876633726	-3.164068529	-1.877934272	-0.796274038	-1.799940986	0	0.330779572	-0.007513343	0.933229114	0.151973397	-0.461387919
1.336338754	0.112830432	3.193612774	-0.611671351	-0.395191833	-2.676282051	-1.530692757	2.028658831	-0.128638045	-0.876633726	-3.164068529	-1.877934272	-0.796274038	0.681843213	0	0.330779572	-0.007513343	0.933229114	0.151973397
6.035644751	7.502817582	0.112830432	3.193612774	-0.611671351	-0.395191833	-2.676282051	-1.530692757	2.028658831	-0.128638045	-0.876633726	-3.164068529	-1.877934272	-0.930267207	0.681843213	0	0.330779572	-0.007513343	0.933229114
4.317764922	6.140482253	7.502817582	0.112830432	3.193612774	-0.611671351	-0.395191833	-2.676282051	-1.530692757	2.028658831	-0.128638045	-0.876633726	-3.164068529	-1.029142917	-0.930267207	0.681843213	0	0.330779572	-0.007513343
-1.191927401	4.176661493	6.140482253	7.502817582	0.112830432	3.193612774	-0.611671351	-0.395191833	-2.676282051	-1.530692757	2.028658831	-0.128638045	-0.876633726	-0.660337761	-1.029142917	-0.930267207	0.681843213	0	0.330779572
-3.480834273	-3.887308682	4.176661493	6.140482253	7.502817582	0.112830432	3.193612774	-0.611671351	-0.395191833	-2.676282051	-1.530692757	2.028658831	-0.128638045	0.458428314	-0.660337761	-1.029142917	-0.930267207	0.681843213	0
-1.900913037	-5.848365276	-3.887308682	4.176661493	6.140482253	7.502817582	0.112830432	3.193612774	-0.611671351	-0.395191833	-2.676282051	-1.530692757	2.028658831	1.01917481	0.458428314	-0.660337761	-1.029142917	-0.930267207	0.681843213
8.350023109	-2.843885646	-5.848365276	-3.887308682	4.176661493	6.140482253	7.502817582	0.112830432	3.193612774	-0.611671351	-0.395191833	-2.676282051	-1.530692757	0.564673965	1.01917481	0.458428314	-0.660337761	-1.029142917	-0.930267207
0.042510982	8.71976583	-2.843885646	-5.848365276	-3.887308682	4.176661493	6.140482253	7.502817582	0.112830432	3.193612774	-0.611671351	-0.395191833	-2.676282051	-2.111257657	0.564673965	1.01917481	0.458428314	-0.660337761	-1.029142917
