Local time,Open,High,Low,Close,Volume,Next Open
5/4/2003,0,342.588,339.734,341.887,5662131.021,341.485
5/5/2003,0.003349542,344.208,340.276,342.367,6868005.008,342.651
5/6/2003,0.003414498,344.185,339.005,341.162,6202246.932,341.385
5/7/2003,-0.003694721,348.054,339.956,347.732,6143151.054,347.801
5/8/2003,0.01879403,348.577,345.82,347.924,5786561.008,347.924
5/9/2003,0.000353651,347.924,347.924,347.924,0,348.163
5/11/2003,0.000686932,351.576,347.725,350.399,9494091.95,350.394
5/12/2003,0.006407918,351.265,348.541,349.128,11401464.13,348.995
5/13/2003,-0.003992648,353.95,347.405,352.19,10366989.94,351.962
5/14/2003,0.008501554,355.217,350.208,351.566,10309325.85,351.209
5/15/2003,-0.002139436,355.068,350.493,353.9,9962568.989,353.9
5/16/2003,0.007662104,353.9,353.9,353.9,0,355.645
5/18/2003,0.004930771,364.111,354.725,363.561,5587505.043,364.011
5/19/2003,0.023523457,369.295,363.296,367.64,6602186.032,367.895
5/20/2003,0.010670007,371.995,362.754,371.495,6089834.001,371.543
5/21/2003,0.009915873,371.798,367.434,367.728,6085630.05,367.653
5/22/2003,-0.010469851,370.195,364.748,367.465,5558346.955,367.465
5/23/2003,-0.000511352,367.465,367.465,367.465,0,367.936
5/25/2003,0.001281755,370.485,367.535,369.973,5372714.037,369.962
5/26/2003,0.005506392,374.195,365.804,366.461,6615071.984,365.361
5/27/2003,-0.012436412,366.595,357.995,364.393,6109475.015,364.146
5/28/2003,-0.003325478,365.004,359.595,364.577,6023125.047,364.735
5/29/2003,0.001617483,368.795,363.004,363.74,5870550.04,363.74
5/30/2003,-0.002728008,363.74,363.74,363.74,0,362.452
6/1/2003,-0.003540991,366.242,359.55,365.437,5562362.991,365.315
6/2/2003,0.007898977,366.936,363.913,364.937,6745268.064,364.792
6/3/2003,-0.001431641,365.339,360.358,360.702,6060491.027,360.959
6/4/2003,-0.010507358,367.397,360.236,366.827,6202228.005,366.984
6/5/2003,0.016691646,368.298,361.498,363.118,5733897.973,363.118
6/6/2003,-0.010534519,363.118,363.118,363.118,0,362.805
6/8/2003,-0.000861979,365.189,360.355,360.948,5531986.979,360.85
6/9/2003,-0.00538857,361.571,351.079,351.411,6772905.965,351.539
6/10/2003,-0.025802965,355.766,351.073,354.119,6205072.99,354.167
6/11/2003,0.0074757,355.115,350.336,352.725,6255424.935,352.674
6/12/2003,-0.004215525,356.103,351.439,355.696,5912717.933,355.696
6/13/2003,0.00856882,355.696,355.696,355.696,0,355.998
6/15/2003,0.00084904,360.304,355.558,358.413,5618973.986,358.333
6/16/2003,0.006559026,362.87,358.105,362.795,6762011.886,362.603
6/17/2003,0.01191629,363.866,356.181,356.499,6109713.002,356.736
6/18/2003,-0.01618023,360.973,353.944,360.911,6245958.013,360.573
6/19/2003,0.010755853,362.079,355.47,355.765,5708481.966,355.765
6/20/2003,-0.013334332,355.765,355.765,355.765,0,355.89
6/22/2003,0.000351356,357.169,351.669,351.783,5489202.943,351.914
6/23/2003,-0.011171991,354.264,345.343,345.675,6579820.02,345.443
6/24/2003,-0.018388015,348.778,345.441,347.811,6107330.005,347.701
6/25/2003,0.006536534,348.271,342.713,343.079,6101867.013,343.003
6/26/2003,-0.013511609,345.69,341.693,344.612,6020777.901,344.612
6/27/2003,0.004690921,344.612,344.612,344.612,0,344.325
6/29/2003,-0.000832821,347.414,343.428,345.245,5634856.138,345.49
6/30/2003,0.003383431,351.056,344.35,350.487,6727009.947,350.255
7/1/2003,0.013792006,352.296,349.081,350.259,5994831.994,350.257
7/2/2003,5.71013E-06,350.966,348.571,350.098,5830094.071,350.026
7/3/2003,-0.000659516,351.061,349.824,350.233,5678072.068,350.233
7/4/2003,0.000591385,350.233,350.233,350.233,0,350.163
7/6/2003,-0.000199867,351.474,346.838,347.174,5452903.009,347.218
7/7/2003,-0.008410369,348.033,342.763,343.56,6744279.036,343.439
7/8/2003,-0.010883652,345.474,342.712,343.605,6066785.973,343.644
7/9/2003,0.000596904,345.38,341.251,344.294,6012560.941,344.112
7/10/2003,0.001361874,344.604,342.498,344.34,5777510.028,344.34
7/11/2003,0.000662575,344.34,344.34,344.34,0,344.393
7/13/2003,0.000153918,347.347,343.281,346.355,5646014.934,346.746
7/14/2003,0.006832311,348.731,342.692,342.885,6632149.905,342.783
7/15/2003,-0.011429115,344.022,340.477,342.556,6047645.031,342.801
7/16/2003,5.25114E-05,344.597,341.657,343.184,5996569.978,343.16
7/17/2003,0.001047255,346.766,342.413,346.422,5614827.96,346.422
7/18/2003,0.00950577,346.422,346.422,346.422,0,346.132
7/20/2003,-0.000837129,351.486,345.755,350.721,5387952.999,350.48
7/21/2003,0.012561682,352.316,348.811,350.096,6692507.945,350.122
7/22/2003,-0.001021456,358.319,349.477,358.095,6704262.069,357.947
7/23/2003,0.022349353,361.963,355.993,361.945,7050217.04,361.797
7/24/2003,0.010755782,362.968,358.815,362.029,6456124.008,362.029
7/25/2003,0.000641244,362.029,362.029,362.029,0,361.764
7/27/2003,-0.000731986,366.542,360.813,364.059,5405381.073,364.012
7/28/2003,0.006213996,364.8,360.394,361.068,7162894.934,360.879
7/29/2003,-0.008606859,361.342,354.374,355.222,6624611.031,355.295
7/30/2003,-0.01547333,357.045,353.035,353.692,6602335.992,353.696
7/31/2003,-0.004500486,355.498,348.359,348.359,6100526.015,348.359
8/1/2003,-0.015089229,348.359,348.359,348.359,0,348.095
8/3/2003,-0.000757839,349.592,346.045,348.074,5747713.018,348.995
8/4/2003,0.002585501,351.336,347.648,350.833,9674203.014,351.175
8/5/2003,0.006246508,353.005,348.587,351.045,9412759,350.884
8/6/2003,-0.000828647,353.345,348.69,352.395,9290175.039,352.395
8/7/2003,0.004306266,357.195,351.675,356.295,8240266.981,356.295
8/8/2003,0.011067126,356.295,356.295,356.295,0,355.795
8/10/2003,-0.001403332,361.776,355.169,360.905,9181536.991,361.142
8/11/2003,0.015028317,361.714,357.436,357.522,10576057,357.995
8/12/2003,-0.008714024,363.598,354.95,361.649,10860960.04,361.635
8/13/2003,0.01016774,366.595,359.359,365.495,10833028.88,365.495
8/14/2003,0.010673746,366.415,362.247,363.295,7248631.03,363.295
8/15/2003,-0.006019234,363.295,363.295,363.295,0,362.35
8/17/2003,-0.002601192,362.994,357.135,357.682,8520634.967,357.697
8/18/2003,-0.012841176,362.198,355.427,361.595,9036887.056,361.595
8/19/2003,0.010897491,366.295,360.667,365.795,10077847.07,365.36
8/20/2003,0.010412201,366.145,357.859,360.076,10390637.14,360.194
8/21/2003,-0.014139479,363.695,357.227,362.07,9528071.001,362.07
8/22/2003,0.005208304,362.07,362.07,362.07,0,362.554
8/24/2003,0.001336758,363.395,359.705,360.795,9359760.027,360.618
8/25/2003,-0.005339894,365.498,358.387,363.627,10362361.02,363.995
8/26/2003,0.00936448,373.695,362.095,371.767,10990726.08,371.916
8/27/2003,0.021761288,372.195,367.958,368.673,10931126.01,369.195
8/28/2003,-0.007316168,376.698,368.153,374.886,8374369.949,374.886
8/29/2003,0.015414618,374.886,374.886,374.886,0,374.36
8/31/2003,-0.001403093,378.095,373.256,375.095,6186312.03,374.624
9/1/2003,0.000705204,378.698,370.737,371.495,11092762.02,371.293
9/2/2003,-0.008891582,375.098,368.794,373.193,10627427.97,373.193
9/3/2003,0.005117252,374.395,368.956,372.499,10520912.05,372.701
9/4/2003,-0.001318353,378.298,369.536,376.692,8729371.943,376.692
9/5/2003,0.010708316,376.692,376.692,376.692,0,376.577
9/7/2003,-0.000305289,376.64,372.51,374.434,9455748.094,374.534
9/8/2003,-0.005425185,382.947,374.218,382.173,11444116.97,381.569
9/9/2003,0.018783341,382.271,377.361,379.814,10696135.03,379.614
9/10/2003,-0.005123582,380.716,374.488,379.553,10381334.86,379.388
9/11/2003,-0.000595342,381.055,374.098,374.798,8540155.985,374.798
9/12/2003,-0.012098432,374.798,374.798,374.798,0,374.844
9/14/2003,0.000122733,376.408,372.008,373.795,9495320.981,373.308
9/15/2003,-0.004097705,375.772,370.785,372.623,10216952.99,372.459
9/16/2003,-0.002274261,376.557,371.374,375.778,9522496.959,376.166
9/17/2003,0.009952773,379.402,374.341,375.676,8697167.02,375.929
9/18/2003,-0.000630041,382.87,374.126,381.137,7762338.968,381.137
9/19/2003,0.01385368,381.137,381.137,381.137,0,380.38
9/21/2003,-0.001986162,387.373,379.839,386.398,10862968.96,386.015
9/22/2003,0.014814133,387.298,382.349,383.847,10331256.99,384.298
9/23/2003,-0.004448014,388.398,382.546,388.398,11492848.03,388.395
9/24/2003,0.010660997,393.117,383.057,384.551,12341365.03,384.898
9/25/2003,-0.00900372,385.85,378.393,380.398,9918124.057,380.398
9/26/2003,-0.011691409,380.398,380.398,380.398,0,380.456
9/28/2003,0.000152472,384.471,378.042,381.601,10245809.89,381.678
9/29/2003,0.003211935,387.916,380.586,384.693,11906986.01,384.895
9/30/2003,0.008428571,385.578,381.772,384.294,9933074.973,383.888
10/1/2003,-0.002616298,386.239,380.269,382.397,11328557.01,382.385
10/2/2003,-0.003915204,385.529,366.867,369.095,9943580.933,369.095
10/3/2003,-0.034755547,369.095,369.095,369.095,0,369.095
10/5/2003,0,372.976,368.501,372.274,10198034.97,372.376
10/6/2003,0.00888931,376.749,371.662,375.731,10047912.13,375.862
10/7/2003,0.009361506,377.274,373.678,374.48,8370686,374.661
10/8/2003,-0.003195322,376.45,367.21,368.501,9149111.083,368.242
10/9/2003,-0.017132821,373.36,368.028,372.595,8482668.05,372.595
10/10/2003,0.011821031,372.595,372.595,372.595,0,373.077
10/12/2003,0.00129363,374.727,368.76,374.284,9813158.024,373.96
10/13/2003,0.002366804,376.282,371.217,374.811,10630263.07,374.807
10/14/2003,0.002264948,375.566,370.511,372.116,10718599.01,372.296
10/15/2003,-0.006699448,374.572,369.939,371.089,12356503.08,371.348
10/16/2003,-0.002546361,372.065,365.944,370.916,9214999.09,370.916
10/17/2003,-0.001163329,370.916,370.916,370.916,0,370.859
10/19/2003,-0.000153674,373.982,368.999,372.653,9343610.841,372.505
10/20/2003,0.004438344,381.313,371.977,380.153,10566748.08,379.992
10/21/2003,0.020099059,386.946,379.119,385.03,10681192.05,385.395
10/22/2003,0.01421872,387.21,381.884,383.497,11894713.9,383.743
10/23/2003,-0.004286511,391.834,383.087,387.988,8182646.036,387.988
10/24/2003,0.011062091,387.988,387.988,387.988,0,387.495
10/26/2003,-0.001270658,388.056,384.711,387.47,9217376.014,387.081
