Date,Open,High,Low,Close,Adj Close,Volume
1/29/1993,0,43.96875,43.75,43.9375,25.029358,1003200
2/1/1993,0,44.25,43.96875,44.25,25.207396,480500
2/2/1993,0.005685856,44.375,44.125,44.34375,25.260803,201300
2/3/1993,0.004240283,44.84375,44.375,44.8125,25.527813,529400
2/4/1993,0.012667136,45.09375,44.46875,45,25.63463,531500
2/5/1993,0,45.0625,44.71875,44.96875,25.616825,492100
2/8/1993,0,45.125,44.90625,44.96875,25.616825,596100
2/9/1993,-0.003474635,44.8125,44.5625,44.65625,25.438818,122100
2/10/1993,-0.00348675,44.75,44.53125,44.71875,25.474411,379600
2/11/1993,0.00279916,45.125,44.78125,44.9375,25.59902,19500
2/12/1993,0.00209351,44.875,44.59375,44.59375,25.403202,42500
2/16/1993,-0.009052925,44.46875,43.40625,43.46875,24.762342,374800
2/17/1993,-0.022487702,43.53125,43.28125,43.4375,24.744543,210900
2/18/1993,0.010783609,43.9375,42.8125,43.40625,24.72673,378100
2/19/1993,-0.012091038,43.5625,43.34375,43.5625,24.815756,34900
2/22/1993,0.006479482,43.78125,43.5625,43.71875,24.904757,513600
2/23/1993,0.003576538,43.875,43.46875,43.6875,24.88695,373700
2/24/1993,-0.002851033,44.25,43.71875,44.25,25.207396,26300
2/25/1993,0.011436741,44.375,44.125,44.34375,25.260803,44500
2/26/1993,0.004946996,44.4375,44.1875,44.40625,25.296394,66200
3/1/1993,0.00281294,44.5625,44.21875,44.28125,25.225187,66500
3/2/1993,-0.005610098,44.9375,44.25,44.9375,25.59902,182400
3/3/1993,0.01551481,45.15625,44.9375,45.125,25.705841,280100
3/4/1993,0.004166667,45.1875,44.875,44.875,25.563437,89500
3/5/1993,-0.005532503,45.125,44.71875,44.75,25.492226,40000
3/8/1993,-0.002086231,45.75,44.84375,45.75,26.061876,50800
3/9/1993,0.018118467,45.6875,45.5,45.59375,25.972864,169300
3/10/1993,-0.001368925,45.6875,45.40625,45.6875,26.026285,194400
3/11/1993,0.002741604,45.84375,45.5,45.5625,25.955061,70900
