-0.053921014	-0.215219863	0.445432357	-0.236538194	-0.025212787	-0.082525453	0.135699374	-0.006958458	-0.039126012	-0.11897525	-0.099770095
0.001741053	-0.095666316	-0.215219863	0.445432357	-0.236538194	-0.025212787	-0.082525453	0.135699374	-0.006958458	-0.039126012	-0.11897525
0.077509253	-0.041785276	-0.095666316	-0.215219863	0.445432357	-0.236538194	-0.025212787	-0.082525453	0.135699374	-0.006958458	-0.039126012
0.003480652	0.083605487	-0.041785276	-0.095666316	-0.215219863	0.445432357	-0.236538194	-0.025212787	-0.082525453	0.135699374	-0.006958458
0.08531012	-0.040027497	0.083605487	-0.041785276	-0.095666316	-0.215219863	0.445432357	-0.236538194	-0.025212787	-0.082525453	0.135699374
0.209722053	0.033949946	-0.040027497	0.083605487	-0.041785276	-0.095666316	-0.215219863	0.445432357	-0.236538194	-0.025212787	-0.082525453
0.107026322	0.009572376	0.033949946	-0.040027497	0.083605487	-0.041785276	-0.095666316	-0.215219863	0.445432357	-0.236538194	-0.025212787
0.009567464	0.041766369	0.009572376	0.033949946	-0.040027497	0.083605487	-0.041785276	-0.095666316	-0.215219863	0.445432357	-0.236538194
-0.210151535	0.158298035	0.041766369	0.009572376	0.033949946	-0.040027497	0.083605487	-0.041785276	-0.095666316	-0.215219863	0.445432357
-0.159933245	-0.092918241	0.158298035	0.041766369	0.009572376	0.033949946	-0.040027497	0.083605487	-0.041785276	-0.095666316	-0.215219863
-0.252209003	-0.055628955	-0.092918241	0.158298035	0.041766369	0.009572376	0.033949946	-0.040027497	0.083605487	-0.041785276	-0.095666316
-0.12705264	-0.061747721	-0.055628955	-0.092918241	0.158298035	0.041766369	0.009572376	0.033949946	-0.040027497	0.083605487	-0.041785276
-0.127977434	-0.042640954	-0.061747721	-0.055628955	-0.092918241	0.158298035	0.041766369	0.009572376	0.033949946	-0.040027497	0.083605487
0.04359426	-0.148001114	-0.042640954	-0.061747721	-0.055628955	-0.092918241	0.158298035	0.041766369	0.009572376	0.033949946	-0.040027497
-0.092361045	0.063647619	-0.148001114	-0.042640954	-0.061747721	-0.055628955	-0.092918241	0.158298035	0.041766369	0.009572376	0.033949946
-0.260641404	-0.04356653	0.063647619	-0.148001114	-0.042640954	-0.061747721	-0.055628955	-0.092918241	0.158298035	0.041766369	0.009572376
-0.270166632	0.02353618	-0.04356653	0.063647619	-0.148001114	-0.042640954	-0.061747721	-0.055628955	-0.092918241	0.158298035	0.041766369
-0.198847036	-0.072334937	0.02353618	-0.04356653	0.063647619	-0.148001114	-0.042640954	-0.061747721	-0.055628955	-0.092918241	0.158298035
-0.061179185	-0.211929078	-0.072334937	0.02353618	-0.04356653	0.063647619	-0.148001114	-0.042640954	-0.061747721	-0.055628955	-0.092918241
0.036702379	0.013983814	-0.211929078	-0.072334937	0.02353618	-0.04356653	0.063647619	-0.148001114	-0.042640954	-0.061747721	-0.055628955
0.146810798	-0.000873866	0.013983814	-0.211929078	-0.072334937	0.02353618	-0.04356653	0.063647619	-0.148001114	-0.042640954	-0.061747721
0.352432924	-0.074279273	-0.000873866	0.013983814	-0.211929078	-0.072334937	0.02353618	-0.04356653	0.063647619	-0.148001114	-0.042640954
0.211398022	0.111938993	-0.074279273	-0.000873866	0.013983814	-0.211929078	-0.072334937	0.02353618	-0.04356653	0.063647619	-0.148001114
0.097730386	0.109193193	0.111938993	-0.074279273	-0.000873866	0.013983814	-0.211929078	-0.072334937	0.02353618	-0.04356653	0.063647619
-0.019171946	0.13088891	0.109193193	0.111938993	-0.074279273	-0.000873866	0.013983814	-0.211929078	-0.072334937	0.02353618	-0.04356653
-0.224899318	-0.028757919	0.13088891	0.109193193	0.111938993	-0.074279273	-0.000873866	0.013983814	-0.211929078	-0.072334937	0.02353618
-0.097634967	-0.004358514	-0.028757919	0.13088891	0.109193193	0.111938993	-0.074279273	-0.000873866	0.013983814	-0.211929078	-0.072334937
-0.128128023	0.013947852	-0.004358514	-0.028757919	0.13088891	0.109193193	0.111938993	-0.074279273	-0.000873866	0.013983814	-0.211929078
0.049799056	-0.234465567	0.013947852	-0.004358514	-0.028757919	0.13088891	0.109193193	0.111938993	-0.074279273	-0.000873866	0.013983814
-0.571548241	0.12318714	-0.234465567	0.013947852	-0.004358514	-0.028757919	0.13088891	0.109193193	0.111938993	-0.074279273	-0.000873866
-0.611788937	-0.016579262	0.12318714	-0.234465567	0.013947852	-0.004358514	-0.028757919	0.13088891	0.109193193	0.111938993	-0.074279273
-0.49686946	-0.056727933	-0.016579262	0.12318714	-0.234465567	0.013947852	-0.004358514	-0.028757919	0.13088891	0.109193193	0.111938993
-0.150071086	-0.498615926	-0.056727933	-0.016579262	0.12318714	-0.234465567	0.013947852	-0.004358514	-0.028757919	0.13088891	0.109193193
-0.078151755	-0.057044565	-0.498615926	-0.056727933	-0.016579262	0.12318714	-0.234465567	0.013947852	-0.004358514	-0.028757919	0.13088891
-0.135149366	0.058833344	-0.057044565	-0.498615926	-0.056727933	-0.016579262	0.12318714	-0.234465567	0.013947852	-0.004358514	-0.028757919
