CO2,b-1,b-2,b-3
-0.008863911,0.000526156,0.011866733,0.009813257
-0.011333998,-0.008863911,0.000526156,0.011866733
0.005457167,-0.011333998,-0.008863911,0.000526156
-0.007376063,0.005457167,-0.011333998,-0.008863911
-0.003796419,-0.007376063,0.005457167,-0.011333998
0.00036418,-0.003796419,-0.007376063,0.005457167
0.00595478,0.00036418,-0.003796419,-0.007376063
0.00199041,0.00595478,0.00036418,-0.003796419
0.001825218,0.00199041,0.00595478,0.00036418
-0.001982837,0.001825218,0.00199041,0.00595478
0.006469924,-0.001982837,0.001825218,0.00199041
0.000801138,0.006469924,-0.001982837,0.001825218
-0.006468015,0.000801138,0.006469924,-0.001982837
0.003248616,-0.006468015,0.000801138,0.006469924
0.006277024,0.003248616,-0.006468015,0.000801138
0.005867555,0.006277024,0.003248616,-0.006468015
0.002304133,0.005867555,0.006277024,0.003248616
-0.000740947,0.002304133,0.005867555,0.006277024
-0.00164777,-0.000740947,0.002304133,0.005867555
0.002317034,-0.00164777,-0.000740947,0.002304133
0.005712693,0.002317034,-0.00164777,-0.000740947
-0.011266027,0.005712693,0.002317034,-0.00164777
0.000140121,-0.011266027,0.005712693,0.002317034
-0.000171943,0.000140121,-0.011266027,0.005712693
0.001566859,-0.000171943,0.000140121,-0.011266027
-0.003682082,0.001566859,-0.000171943,0.000140121
0.004768014,-0.003682082,0.001566859,-0.000171943
0.002699853,0.004768014,-0.003682082,0.001566859
0.009674292,0.002699853,0.004768014,-0.003682082
0.000815722,0.009674292,0.002699853,0.004768014
-0.0028527,0.000815722,0.009674292,0.002699853
0.00026408,-0.0028527,0.000815722,0.009674292
-0.005324198,0.00026408,-0.0028527,0.000815722
0.002268734,-0.005324198,0.00026408,-0.0028527
-0.000939488,0.002268734,-0.005324198,0.00026408
-0.000189337,-0.000939488,0.002268734,-0.005324198
0.004917371,-0.000189337,-0.000939488,0.002268734
-0.008681068,0.004917371,-0.000189337,-0.000939488
-0.005468428,-0.008681068,0.004917371,-0.000189337
-0.001134105,-0.005468428,-0.008681068,0.004917371
0.001715846,-0.001134105,-0.005468428,-0.008681068
2.55E-05,0.001715846,-0.001134105,-0.005468428
0.002241367,2.54707E-05,0.001715846,-0.001134105
-0.009650633,0.002241367,2.54707E-05,0.001715846
-0.000718501,-0.009650633,0.002241367,2.54707E-05
0.00163063,-0.000718501,-0.009650633,0.002241367
-0.002647063,0.00163063,-0.000718501,-0.009650633
0.000186365,-0.002647063,0.00163063,-0.000718501
0.000668217,0.000186365,-0.002647063,0.00163063
-0.007878414,0.000668217,0.000186365,-0.002647063
-0.002912339,-0.007878414,0.000668217,0.000186365
-0.005601532,-0.002912339,-0.007878414,0.000668217
-0.020691636,-0.005601532,-0.002912339,-0.007878414
-0.000213288,-0.020691636,-0.005601532,-0.002912339
-0.00624,-0.000213288,-0.020691636,-0.005601532
0.00109349,-0.00624,-0.000213288,-0.020691636
-0.000435578,0.00109349,-0.00624,-0.000213288
-0.006067229,-0.000435578,0.00109349,-0.00624
-0.009449807,-0.006067229,-0.000435578,0.00109349
0.00089884,-0.009449807,-0.006067229,-0.000435578
-0.000278934,0.00089884,-0.009449807,-0.006067229
0.005539412,-0.000278934,0.00089884,-0.009449807
-0.001969397,0.005539412,-0.000278934,0.00089884
0.010266495,-0.001969397,0.005539412,-0.000278934
-0.00721554,0.010266495,-0.001969397,0.005539412
-0.000716657,-0.00721554,0.010266495,-0.001969397
-0.001928242,-0.000716657,-0.00721554,0.010266495
-0.006643257,-0.001928242,-0.000716657,-0.00721554
0.004974819,-0.006643257,-0.001928242,-0.000716657
-0.00158216,0.004974819,-0.006643257,-0.001928242
-0.002176367,-0.00158216,0.004974819,-0.006643257
0.000231743,-0.002176367,-0.00158216,0.004974819
-0.00399324,0.000231743,-0.002176367,-0.00158216
-0.006732256,-0.00399324,0.000231743,-0.002176367
-0.001536045,-0.006732256,-0.00399324,0.000231743
-0.011851954,-0.001536045,-0.006732256,-0.00399324
-0.0039864,-0.011851954,-0.001536045,-0.006732256
-5.61E-05,-0.0039864,-0.011851954,-0.001536045
-0.009764612,-0.000056075,-0.0039864,-0.011851954
0.000290235,-0.009764612,-0.000056075,-0.0039864
-0.009504197,0.000290235,-0.009764612,-0.000056075
-6.43E-05,-0.009504197,0.000290235,-0.009764612
0.016076711,-6.43027E-05,-0.009504197,0.000290235
0.000344575,0.016076711,-6.43027E-05,-0.009504197
0.001145846,0.000344575,0.016076711,-6.43027E-05
-0.007990675,0.001145846,0.000344575,0.016076711
0.014758136,-0.007990675,0.001145846,0.000344575
0.000655678,0.014758136,-0.007990675,0.001145846
0.008288198,0.000655678,0.014758136,-0.007990675
0.000359498,0.008288198,0.000655678,0.014758136
0.02090561,0.000359498,0.008288198,0.000655678
-0.008644558,0.02090561,0.000359498,0.008288198
-0.001782227,-0.008644558,0.02090561,0.000359498
-0.000663543,-0.001782227,-0.008644558,0.02090561
0.000136904,-0.000663543,-0.001782227,-0.008644558
-0.002032743,0.000136904,-0.000663543,-0.001782227
-0.010520468,-0.002032743,0.000136904,-0.000663543
-0.023468744,-0.010520468,-0.002032743,0.000136904
-0.005791711,-0.023468744,-0.010520468,-0.002032743
-0.013492772,-0.005791711,-0.023468744,-0.010520468
-0.003473604,-0.013492772,-0.005791711,-0.023468744
-0.007399877,-0.003473604,-0.013492772,-0.005791711
-0.012481161,-0.007399877,-0.003473604,-0.013492772
0.006556527,-0.012481161,-0.007399877,-0.003473604
0.004622235,0.006556527,-0.012481161,-0.007399877
-0.003773087,0.004622235,0.006556527,-0.012481161
-0.013877245,-0.003773087,0.004622235,0.006556527
0.011648806,-0.013877245,-0.003773087,0.004622235
0.000656086,0.011648806,-0.013877245,-0.003773087
0.003072004,0.000656086,0.011648806,-0.013877245
-0.008960113,0.003072004,0.000656086,0.011648806
-0.003112518,-0.008960113,0.003072004,0.000656086
-0.003471629,-0.003112518,-0.008960113,0.003072004
0.001223406,-0.003471629,-0.003112518,-0.008960113
-0.006109555,0.001223406,-0.003471629,-0.003112518
-0.020945156,-0.006109555,0.001223406,-0.003471629
-0.016132984,-0.020945156,-0.006109555,0.001223406
0.006381571,-0.016132984,-0.020945156,-0.006109555
-0.024165797,0.006381571,-0.016132984,-0.020945156
-0.005016245,-0.024165797,0.006381571,-0.016132984
-0.005272506,-0.005016245,-0.024165797,0.006381571
0.015252812,-0.005272506,-0.005016245,-0.024165797
0.021805994,0.015252812,-0.005272506,-0.005016245
-0.003280207,0.021805994,0.015252812,-0.005272506
-0.014673997,-0.003280207,0.021805994,0.015252812
0.001611065,-0.014673997,-0.003280207,0.021805994
-0.008120832,0.001611065,-0.014673997,-0.003280207
0.026816438,-0.008120832,0.001611065,-0.014673997
-0.002041524,0.026816438,-0.008120832,0.001611065
-0.018720086,-0.002041524,0.026816438,-0.008120832
0.00035401,-0.018720086,-0.002041524,0.026816438
0.007864108,0.00035401,-0.018720086,-0.002041524
-0.005344881,0.007864108,0.00035401,-0.018720086
-0.017728966,-0.005344881,0.007864108,0.00035401
-0.001277802,-0.017728966,-0.005344881,0.007864108
0.021070729,-0.001277802,-0.017728966,-0.005344881
-0.013039392,0.021070729,-0.001277802,-0.017728966
-0.005776632,-0.013039392,0.021070729,-0.001277802
0.009481472,-0.005776632,-0.013039392,0.021070729
-0.002529944,0.009481472,-0.005776632,-0.013039392
-0.010303967,-0.002529944,0.009481472,-0.005776632
-0.002762984,-0.010303967,-0.002529944,0.009481472
0.010721169,-0.002762984,-0.010303967,-0.002529944
-3.97E-05,0.010721169,-0.002762984,-0.010303967
0.02924116,-3.97283E-05,0.010721169,-0.002762984
0.008530842,0.02924116,-3.97283E-05,0.010721169
-0.01419987,0.008530842,0.02924116,-3.97283E-05
0.001980121,-0.01419987,0.008530842,0.02924116
-0.016623397,0.001980121,-0.01419987,0.008530842
0.001599811,-0.016623397,0.001980121,-0.01419987
-0.007852517,0.001599811,-0.016623397,0.001980121
0.008168444,-0.007852517,0.001599811,-0.016623397
0.000235988,0.008168444,-0.007852517,0.001599811
0.004679328,0.000235988,0.008168444,-0.007852517
-0.004320939,0.004679328,0.000235988,0.008168444
0.000440258,-0.004320939,0.004679328,0.000235988
0.018592736,0.000440258,-0.004320939,0.004679328
-0.002815923,0.018592736,0.000440258,-0.004320939
0.007388496,-0.002815923,0.018592736,0.000440258
0.025666231,0.007388496,-0.002815923,0.018592736
0.000973404,0.025666231,0.007388496,-0.002815923
-0.000157089,0.000973404,0.025666231,0.007388496
0.024083315,-0.000157089,0.000973404,0.025666231
0.023451198,0.024083315,-0.000157089,0.000973404
0.029159826,0.023451198,0.024083315,-0.000157089
-0.011881394,0.029159826,0.023451198,0.024083315
-0.023529081,-0.011881394,0.029159826,0.023451198
0.001473654,-0.023529081,-0.011881394,0.029159826
0.000753688,0.001473654,-0.023529081,-0.011881394
-0.001291063,0.000753688,0.001473654,-0.023529081
0.006183568,-0.001291063,0.000753688,0.001473654
0.001049243,0.006183568,-0.001291063,0.000753688
-0.000470595,0.001049243,0.006183568,-0.001291063
0.002981838,-0.000470595,0.001049243,0.006183568
-0.009473684,0.002981838,-0.000470595,0.001049243
0.009241175,-0.009473684,0.002981838,-0.000470595
-0.006118601,0.009241175,-0.009473684,0.002981838
0.004853431,-0.006118601,0.009241175,-0.009473684
-0.008463166,0.004853431,-0.006118601,0.009241175
-0.001494414,-0.008463166,0.004853431,-0.006118601
-0.018974363,-0.001494414,-0.008463166,0.004853431
-0.007224586,-0.018974363,-0.001494414,-0.008463166
0.008015958,-0.007224586,-0.018974363,-0.001494414
0.004177661,0.008015958,-0.007224586,-0.018974363
-0.017064448,0.004177661,0.008015958,-0.007224586
0.000118807,-0.017064448,0.004177661,0.008015958
-0.007973984,0.000118807,-0.017064448,0.004177661
-0.013501579,-0.007973984,0.000118807,-0.017064448
0.000531067,-0.013501579,-0.007973984,0.000118807
-0.005724901,0.000531067,-0.013501579,-0.007973984
0.011553861,-0.005724901,0.000531067,-0.013501579
0.005367913,0.011553861,-0.005724901,0.000531067
-0.020187174,0.005367913,0.011553861,-0.005724901
-0.012345018,-0.020187174,0.005367913,0.011553861
0.00901222,-0.012345018,-0.020187174,0.005367913
-0.001689578,0.00901222,-0.012345018,-0.020187174
-0.002038618,-0.001689578,0.00901222,-0.012345018
-0.000801696,-0.002038618,-0.001689578,0.00901222
0.017389158,-0.000801696,-0.002038618,-0.001689578
-0.002123223,0.017389158,-0.000801696,-0.002038618
0.000417949,-0.002123223,0.017389158,-0.000801696
-0.016095708,0.000417949,-0.002123223,0.017389158
-0.011008948,-0.016095708,0.000417949,-0.002123223
-0.00338004,-0.011008948,-0.016095708,0.000417949
0.005976252,-0.00338004,-0.011008948,-0.016095708
0.015221707,0.005976252,-0.00338004,-0.011008948
-0.014686709,0.015221707,0.005976252,-0.00338004
-0.004397743,-0.014686709,0.015221707,0.005976252
0.011492456,-0.004397743,-0.014686709,0.015221707
0.001777709,0.011492456,-0.004397743,-0.014686709
0.003124759,0.001777709,0.011492456,-0.004397743
-0.006922278,0.003124759,0.001777709,0.011492456
-0.000542152,-0.006922278,0.003124759,0.001777709
-0.003525902,-0.000542152,-0.006922278,0.003124759
0.00011665,-0.003525902,-0.000542152,-0.006922278
-0.006313907,0.00011665,-0.003525902,-0.000542152
0.001737184,-0.006313907,0.00011665,-0.003525902
-0.017185486,0.001737184,-0.006313907,0.00011665
-0.004133052,-0.017185486,0.001737184,-0.006313907
0.011452971,-0.004133052,-0.017185486,0.001737184
0.011994003,0.011452971,-0.004133052,-0.017185486
-0.001637427,0.011994003,0.011452971,-0.004133052
-0.008669166,-0.001637427,0.011994003,0.011452971
0.012014496,-0.008669166,-0.001637427,0.011994003
-0.009575338,0.012014496,-0.008669166,-0.001637427
0.001650619,-0.009575338,0.012014496,-0.008669166
-0.005846118,0.001650619,-0.009575338,0.012014496
-0.003117847,-0.005846118,0.001650619,-0.009575338
-0.004156934,-0.003117847,-0.005846118,0.001650619
-0.001311919,-0.004156934,-0.003117847,-0.005846118
0.007881852,-0.001311919,-0.004156934,-0.003117847
-0.009558039,0.007881852,-0.001311919,-0.004156934
0.008772979,-0.009558039,0.007881852,-0.001311919
2.37E-05,0.008772979,-0.009558039,0.007881852
-0.003067485,2.37182E-05,0.008772979,-0.009558039
0.005670103,-0.003067485,2.37182E-05,0.008772979
0.012143674,0.005670103,-0.003067485,2.37182E-05
0.005858751,0.012143674,0.005670103,-0.003067485
0.001339974,0.005858751,0.012143674,0.005670103
-0.003782488,0.001339974,0.005858751,0.012143674
0.006747366,-0.003782488,0.001339974,0.005858751
0.003856239,0.006747366,-0.003782488,0.001339974
0.035218193,0.003856239,0.006747366,-0.003782488
0.01403402,0.035218193,0.003856239,0.006747366
-0.006147766,0.01403402,0.035218193,0.003856239
0.002982437,-0.006147766,0.01403402,0.035218193
0.000881057,0.002982437,-0.006147766,0.01403402
-0.012103873,0.000881057,0.002982437,-0.006147766
0.008465137,-0.012103873,0.000881057,0.002982437
-0.004049775,0.008465137,-0.012103873,0.000881057
-0.017669673,-0.004049775,0.008465137,-0.012103873
-0.004425378,-0.017669673,-0.004049775,0.008465137
-0.002283001,-0.004425378,-0.017669673,-0.004049775
0.003939991,-0.002283001,-0.004425378,-0.017669673
-0.000309434,0.003939991,-0.002283001,-0.004425378
0.016125745,-0.000309434,0.003939991,-0.002283001
0.001783127,0.016125745,-0.000309434,0.003939991
0.000889977,0.001783127,0.016125745,-0.000309434
-0.005890853,0.000889977,0.001783127,0.016125745
-0.010845259,-0.005890853,0.000889977,0.001783127
0.000791229,-0.010845259,-0.005890853,0.000889977
-0.008508395,0.000791229,-0.010845259,-0.005890853
0.001253038,-0.008508395,0.000791229,-0.010845259
0.000128939,0.001253038,-0.008508395,0.000791229
0.013559631,0.000128939,0.001253038,-0.008508395
-0.008080808,0.013559631,0.000128939,0.001253038
-0.002376103,-0.008080808,0.013559631,0.000128939
-0.00302446,-0.002376103,-0.008080808,0.013559631
-0.010807326,-0.00302446,-0.002376103,-0.008080808
0.001127041,-0.010807326,-0.00302446,-0.002376103
-0.010522527,0.001127041,-0.010807326,-0.00302446
0.001958159,-0.010522527,0.001127041,-0.010807326
0.004549808,0.001958159,-0.010522527,0.001127041
0.010573263,0.004549808,0.001958159,-0.010522527
0.007418962,0.010573263,0.004549808,0.001958159
0.000339892,0.007418962,0.010573263,0.004549808
-0.015909091,0.000339892,0.007418962,0.010573263
0.008762171,-0.015909091,0.000339892,0.007418962
0.009294543,0.008762171,-0.015909091,0.000339892
-0.003104818,0.009294543,0.008762171,-0.015909091
0.003174963,-0.003104818,0.009294543,0.008762171
-0.000203459,0.003174963,-0.003104818,0.009294543
0.01037851,-0.000203459,0.003174963,-0.003104818
-0.005743911,0.01037851,-0.000203459,0.003174963
0.000375136,-0.005743911,0.01037851,-0.000203459
0.004079949,0.000375136,-0.005743911,0.01037851
0.018755742,0.004079949,0.000375136,-0.005743911
0.000366596,0.018755742,0.004079949,0.000375136
-0.004617414,0.000366596,0.018755742,0.004079949
0.004859731,-0.004617414,0.000366596,0.018755742
-0.003553895,0.004859731,-0.004617414,0.000366596
0.002904732,-0.003553895,0.004859731,-0.004617414
-0.010522071,0.002904732,-0.003553895,0.004859731
-0.001237541,-0.010522071,0.002904732,-0.003553895
0.006173114,-0.001237541,-0.010522071,0.002904732
0.004881646,0.006173114,-0.001237541,-0.010522071
0.011139486,0.004881646,0.006173114,-0.001237541
0.007983163,0.011139486,0.004881646,0.006173114
0.007667939,0.007983163,0.011139486,0.004881646
0.001529063,0.007667939,0.007983163,0.011139486
-0.000370981,0.001529063,0.007667939,0.007983163
-0.002012604,-0.000370981,0.001529063,0.007667939
-0.011370544,-0.002012604,-0.000370981,0.001529063
0.0083909,-0.011370544,-0.002012604,-0.000370981
0.015494423,0.0083909,-0.011370544,-0.002012604
-0.000819412,0.015494423,0.0083909,-0.011370544
0.000926129,-0.000819412,0.015494423,0.0083909
0.010100297,0.000926129,-0.000819412,0.015494423
-0.0097196,0.010100297,0.000926129,-0.000819412
0.001186273,-0.0097196,0.010100297,0.000926129
-0.01507885,0.001186273,-0.0097196,0.010100297
0.000214823,-0.01507885,0.001186273,-0.0097196
-0.004975659,0.000214823,-0.01507885,0.001186273
0.01183581,-0.004975659,0.000214823,-0.01507885
-0.005567802,0.01183581,-0.004975659,0.000214823
0.008781025,-0.005567802,0.01183581,-0.004975659
-0.006556796,0.008781025,-0.005567802,0.01183581
-0.001576882,-0.006556796,0.008781025,-0.005567802
-0.01374983,-0.001576882,-0.006556796,0.008781025
0.002499909,-0.01374983,-0.001576882,-0.006556796
0.007806288,0.002499909,-0.01374983,-0.001576882
-0.003148533,0.007806288,0.002499909,-0.01374983
0.002798742,-0.003148533,0.007806288,0.002499909
0.000631367,0.002798742,-0.003148533,0.007806288
-0.005900995,0.000631367,0.002798742,-0.003148533
0.015326914,-0.005900995,0.000631367,0.002798742
-0.010584642,0.015326914,-0.005900995,0.000631367
0.004049397,-0.010584642,0.015326914,-0.005900995
0.004905466,0.004049397,-0.010584642,0.015326914
0.000562158,0.004905466,0.004049397,-0.010584642
0.000590289,0.000562158,0.004905466,0.004049397
0.002025702,0.000590289,0.000562158,0.004905466
0.002865716,0.002025702,0.000590289,0.000562158
-0.00973964,0.002865716,0.002025702,0.000590289
-0.001514242,-0.00973964,0.002865716,0.002025702
-0.001437851,-0.001514242,-0.00973964,0.002865716
0.001604688,-0.001437851,-0.001514242,-0.00973964
-0.004176948,0.001604688,-0.001437851,-0.001514242
-0.002786736,-0.004176948,0.001604688,-0.001437851
0.009399105,-0.002786736,-0.004176948,0.001604688
-0.005686845,0.009399105,-0.002786736,-0.004176948
9.33E-05,-0.005686845,0.009399105,-0.002786736
0.002748199,9.32896E-05,-0.005686845,0.009399105
-0.000715579,0.002748199,9.32896E-05,-0.005686845
0.010096887,-0.000715579,0.002748199,9.32896E-05
0.002729393,0.010096887,-0.000715579,0.002748199
-0.003223936,0.002729393,0.010096887,-0.000715579
-0.000234066,-0.003223936,0.002729393,0.010096887
0.009506715,-0.000234066,-0.003223936,0.002729393
-0.000161638,0.009506715,-0.000234066,-0.003223936
-0.000780207,-0.000161638,0.009506715,-0.000234066
-0.005261714,-0.000780207,-0.000161638,0.009506715
0.004207593,-0.005261714,-0.000780207,-0.000161638
0.00035914,0.004207593,-0.005261714,-0.000780207
0.001576832,0.00035914,0.004207593,-0.005261714
-0.004462999,0.001576832,0.00035914,0.004207593
-0.008457704,-0.004462999,0.001576832,0.00035914
0.002050581,-0.008457704,-0.004462999,0.001576832
0.012924909,0.002050581,-0.008457704,-0.004462999
-0.000140297,0.012924909,0.002050581,-0.008457704
0.010958712,-0.000140297,0.012924909,0.002050581
-0.00029147,0.010958712,-0.000140297,0.012924909
-0.000166603,-0.00029147,0.010958712,-0.000140297
-0.004103283,-0.000166603,-0.00029147,0.010958712
-0.011405466,-0.004103283,-0.000166603,-0.00029147
0.000169248,-0.011405466,-0.004103283,-0.000166603
-0.00320106,0.000169248,-0.011405466,-0.004103283
0.000771005,-0.00320106,0.000169248,-0.011405466
0.002516203,0.000771005,-0.00320106,0.000169248
0.007247654,0.002516203,0.000771005,-0.00320106
-0.005991587,0.007247654,0.002516203,0.000771005
-0.000274627,-0.005991587,0.007247654,0.002516203
-0.008283323,-0.000274627,-0.005991587,0.007247654
0.003906361,-0.008283323,-0.000274627,-0.005991587
0.006211707,0.003906361,-0.008283323,-0.000274627
0.002074193,0.006211707,0.003906361,-0.008283323
0.005108091,0.002074193,0.006211707,0.003906361
4.19E-05,0.005108091,0.002074193,0.006211707
-0.001661396,4.18857E-05,0.005108091,0.002074193
-0.000433521,-0.001661396,4.18857E-05,0.005108091
-0.002993991,-0.000433521,-0.001661396,4.18857E-05
0.006055078,-0.002993991,-0.000433521,-0.001661396
-0.002615282,0.006055078,-0.002993991,-0.000433521
-2.80E-05,-0.002615282,0.006055078,-0.002993991
0.0020698,-2.79695E-05,-0.002615282,0.006055078
-0.007501483,0.0020698,-2.79695E-05,-0.002615282
0.00276313,-0.007501483,0.0020698,-2.79695E-05
-0.000897471,0.00276313,-0.007501483,0.0020698
0.003038703,-0.000897471,0.00276313,-0.007501483
0.000307847,0.003038703,-0.000897471,0.00276313
0.002420054,0.000307847,0.003038703,-0.000897471
0.010159226,0.002420054,0.000307847,0.003038703
0.005394615,0.010159226,0.002420054,0.000307847
0.001841228,0.005394615,0.010159226,0.002420054
-0.00092578,0.001841228,0.005394615,0.010159226
-4.80E-05,-0.00092578,0.001841228,0.005394615
0.003432157,-4.80479E-05,-0.00092578,0.001841228
0.002524268,0.003432157,-4.80479E-05,-0.00092578
0.003589219,0.002524268,0.003432157,-4.80479E-05
0.002066959,0.003589219,0.002524268,0.003432157
-0.002008414,0.002066959,0.003589219,0.002524268
0.000108781,-0.002008414,0.002066959,0.003589219
-0.002188987,0.000108781,-0.002008414,0.002066959
0.007507937,-0.002188987,0.000108781,-0.002008414
-0.003644847,0.007507937,-0.002188987,0.000108781
-0.004764458,-0.003644847,0.007507937,-0.002188987
0.001500283,-0.004764458,-0.003644847,0.007507937
0.000687734,0.001500283,-0.004764458,-0.003644847
-0.005130648,0.000687734,0.001500283,-0.004764458
-0.002373364,-0.005130648,0.000687734,0.001500283
0.003736485,-0.002373364,-0.005130648,0.000687734
-0.006611841,0.003736485,-0.002373364,-0.005130648
0.002110894,-0.006611841,0.003736485,-0.002373364
0.000205842,0.002110894,-0.006611841,0.003736485
0.004692227,0.000205842,0.002110894,-0.006611841
0.005073161,0.004692227,0.000205842,0.002110894
-0.002085598,0.005073161,0.004692227,0.000205842
0.007011907,-0.002085598,0.005073161,0.004692227
-0.004279253,0.007011907,-0.002085598,0.005073161
-0.000339466,-0.004279253,0.007011907,-0.002085598
0.003198859,-0.000339466,-0.004279253,0.007011907
0.005456601,0.003198859,-0.000339466,-0.004279253
0.004834463,0.005456601,0.003198859,-0.000339466
0.001460783,0.004834463,0.005456601,0.003198859
-0.002816939,0.001460783,0.004834463,0.005456601
0.00010065,-0.002816939,0.001460783,0.004834463
0.003938355,0.00010065,-0.002816939,0.001460783
-0.00123635,0.003938355,0.00010065,-0.002816939
0.004663798,-0.00123635,0.003938355,0.00010065
0.001012348,0.004663798,-0.00123635,0.003938355
-0.001603481,0.001012348,0.004663798,-0.00123635
-0.000819689,-0.001603481,0.001012348,0.004663798
-0.007896808,-0.000819689,-0.001603481,0.001012348
-0.004887395,-0.007896808,-0.000819689,-0.001603481
-0.006715173,-0.004887395,-0.007896808,-0.000819689
0.007848792,-0.006715173,-0.004887395,-0.007896808
-0.006788903,0.007848792,-0.006715173,-0.004887395
-0.000176658,-0.006788903,0.007848792,-0.006715173
0.003805615,-0.000176658,-0.006788903,0.007848792
-0.003432378,0.003805615,-0.000176658,-0.006788903
0.009456265,-0.003432378,0.003805615,-0.000176658
0.000538372,0.009456265,-0.003432378,0.003805615
-0.00149318,0.000538372,0.009456265,-0.003432378
0.002283536,-0.00149318,0.000538372,0.009456265
0.007701975,0.002283536,-0.00149318,0.000538372
-0.000313461,0.007701975,0.002283536,-0.00149318
-0.000386945,-0.000313461,0.007701975,0.002283536
-0.009103408,-0.000386945,-0.000313461,0.007701975
0.003509126,-0.009103408,-0.000386945,-0.000313461
0.001161144,0.003509126,-0.009103408,-0.000386945
0.003600064,0.001161144,0.003509126,-0.009103408
-0.006345983,0.003600064,0.001161144,0.003509126
0.005862145,-0.006345983,0.003600064,0.001161144
-0.002586501,0.005862145,-0.006345983,0.003600064
-0.00429521,-0.002586501,0.005862145,-0.006345983
-0.000296107,-0.00429521,-0.002586501,0.005862145
0.007000963,-0.000296107,-0.00429521,-0.002586501
0.000401094,0.007000963,-0.000296107,-0.00429521
0.011232802,0.000401094,0.007000963,-0.000296107
-0.007856897,0.011232802,0.000401094,0.007000963
-0.001931492,-0.007856897,0.011232802,0.000401094
0.001608243,-0.001931492,-0.007856897,0.011232802
-0.000566312,0.001608243,-0.001931492,-0.007856897
0.005219687,-0.000566312,0.001608243,-0.001931492
-0.002473606,0.005219687,-0.000566312,0.001608243
0.000598329,-0.002473606,0.005219687,-0.000566312
-0.013035765,0.000598329,-0.002473606,0.005219687
-0.000100978,-0.013035765,0.000598329,-0.002473606
-0.002026499,-0.000100978,-0.013035765,0.000598329
-0.008237143,-0.002026499,-0.000100978,-0.013035765
0.001469288,-0.008237143,-0.002026499,-0.000100978
0.000427914,0.001469288,-0.008237143,-0.002026499
-0.007991092,0.000427914,0.001469288,-0.008237143
0.000766535,-0.007991092,0.000427914,0.001469288
0.002195262,0.000766535,-0.007991092,0.000427914
-0.008120373,0.002195262,0.000766535,-0.007991092
-0.000433422,-0.008120373,0.002195262,0.000766535
-0.01357955,-0.000433422,-0.008120373,0.002195262
0.000313985,-0.01357955,-0.000433422,-0.008120373
-0.002280907,0.000313985,-0.01357955,-0.000433422
-0.002020456,-0.002280907,0.000313985,-0.01357955
-0.001919466,-0.002020456,-0.002280907,0.000313985
0.006169547,-0.001919466,-0.002020456,-0.002280907
0.00301354,0.006169547,-0.001919466,-0.002020456
-9.04E-05,0.00301354,0.006169547,-0.001919466
0.000605125,-9.04128E-05,0.00301354,0.006169547
-0.000563051,0.000605125,-9.04128E-05,0.00301354
-0.001738792,-0.000563051,0.000605125,-9.04128E-05
-0.0011287,-0.001738792,-0.000563051,0.000605125
-0.001046273,-0.0011287,-0.001738792,-0.000563051
0.000830913,-0.001046273,-0.0011287,-0.001738792
-0.002169742,0.000830913,-0.001046273,-0.0011287
0.007607115,-0.002169742,0.000830913,-0.001046273
-0.003344621,0.007607115,-0.002169742,0.000830913
0.002945067,-0.003344621,0.007607115,-0.002169742
-0.006872471,0.002945067,-0.003344621,0.007607115
0.007129726,-0.006872471,0.002945067,-0.003344621
0.001263161,0.007129726,-0.006872471,0.002945067
0.005843413,0.001263161,0.007129726,-0.006872471
-0.001902032,0.005843413,0.001263161,0.007129726
0.00177447,-0.001902032,0.005843413,0.001263161
-0.000751263,0.00177447,-0.001902032,0.005843413
-0.007801076,-0.000751263,0.00177447,-0.001902032
-0.002217603,-0.007801076,-0.000751263,0.00177447
0.001992615,-0.002217603,-0.007801076,-0.000751263
-0.006654336,0.001992615,-0.002217603,-0.007801076
-0.012711835,-0.006654336,0.001992615,-0.002217603
-0.001467638,-0.012711835,-0.006654336,0.001992615
0.00372774,-0.001467638,-0.012711835,-0.006654336
0.001386521,0.00372774,-0.001467638,-0.012711835
-0.000452115,0.001386521,0.00372774,-0.001467638
-0.00559745,-0.000452115,0.001386521,0.00372774
-0.003447026,-0.00559745,-0.000452115,0.001386521
-0.003779882,-0.003447026,-0.00559745,-0.000452115
-0.007738786,-0.003779882,-0.003447026,-0.00559745
2.16E-05,-0.007738786,-0.003779882,-0.003447026
0.00493478,2.16442E-05,-0.007738786,-0.003779882
0.002440915,0.00493478,2.16442E-05,-0.007738786
-0.005127764,0.002440915,0.00493478,2.16442E-05
-0.012223214,-0.005127764,0.002440915,0.00493478
-0.003315892,-0.012223214,-0.005127764,0.002440915
-0.001535503,-0.003315892,-0.012223214,-0.005127764
-0.000673731,-0.001535503,-0.003315892,-0.012223214
0.010992152,-0.000673731,-0.001535503,-0.003315892
-0.004530266,0.010992152,-0.000673731,-0.001535503
-0.003036349,-0.004530266,0.010992152,-0.000673731
-0.004484403,-0.003036349,-0.004530266,0.010992152
-0.000476872,-0.004484403,-0.003036349,-0.004530266
-0.001967117,-0.000476872,-0.004484403,-0.003036349
0.012679081,-0.001967117,-0.000476872,-0.004484403
-0.012070067,0.012679081,-0.001967117,-0.000476872
-0.005895585,-0.012070067,0.012679081,-0.001967117
0.006285495,-0.005895585,-0.012070067,0.012679081
0.001822431,0.006285495,-0.005895585,-0.012070067
