Local time,Open
5/4/2003,0
5/5/2003,0.003954259
5/6/2003,0.013918459
5/7/2003,-0.006054402
5/8/2003,0.011680824
5/9/2003,-0.000478544
5/11/2003,9.57546E-05
5/12/2003,0.004082237
5/13/2003,-0.002054492
5/14/2003,-0.001798124
5/15/2003,-0.009903144
5/16/2003,0.016963305
5/18/2003,0.007424053
5/19/2003,-0.000377475
5/20/2003,0.00402506
5/21/2003,-0.002863517
5/22/2003,0.001911636
5/23/2003,0.011627609
5/25/2003,-0.000304476
5/26/2003,0.003384095
5/27/2003,-0.003448567
5/28/2003,-0.005110372
5/29/2003,0.00995008
5/30/2003,-0.00922893
6/1/2003,-0.004946414
6/2/2003,0.002963811
6/3/2003,-0.001115596
6/4/2003,-0.006223624
6/5/2003,0.015047398
6/6/2003,-0.011392929
6/8/2003,-0.000863462
6/9/2003,0.001762642
6/10/2003,-0.003416584
6/11/2003,0.005853817
6/12/2003,0.001900153
6/13/2003,0.008657788
6/15/2003,0.000202361
6/16/2003,-0.002596439
6/17/2003,-0.003989317
6/18/2003,-0.009113744
6/19/2003,0.003082984
6/20/2003,-0.009562025
6/22/2003,-0.000474097
6/23/2003,-0.005010564
6/24/2003,-0.002218871
6/25/2003,0.002267239
6/26/2003,-0.010695187
6/27/2003,0.000692102
6/29/2003,0.000122566
6/30/2003,0.007405592
7/1/2003,0.004040527
7/2/2003,-0.001765485
7/3/2003,-0.004161429
7/4/2003,-2.61176E-05
7/6/2003,-0.000539778
7/7/2003,-0.014137631
7/8/2003,-0.0006185
7/9/2003,0.002670038
7/10/2003,0.003509422
7/11/2003,-0.007442424
7/13/2003,-0.000849858
7/14/2003,-0.001391055
7/15/2003,-0.008269229
7/16/2003,0.002451353
7/17/2003,-0.000660425
7/18/2003,0.006617549
7/20/2003,-0.000896057
7/21/2003,0.006890734
7/22/2003,-0.001710894
7/23/2003,0.013851957
7/24/2003,-0.000749357
7/25/2003,0.003226397
7/27/2003,-0.000304218
7/28/2003,-0.001191159
7/29/2003,-0.003264361
7/30/2003,-0.009912491
7/31/2003,-0.008970865
8/1/2003,0.001611037
8/3/2003,0.002150519
8/4/2003,0.006827875
8/5/2003,0.002237038
8/6/2003,-0.004850743
8/7/2003,0.003540995
8/8/2003,-0.005217958
8/10/2003,-0.001512565
8/11/2003,0.005634202
8/12/2003,-0.006615691
8/13/2003,0.003511666
8/14/2003,-0.005284413
8/15/2003,0.000604095
8/17/2003,-0.001891098
8/18/2003,-0.00893969
8/19/2003,-0.000942422
8/20/2003,-0.001679993
8/21/2003,-0.017908084
8/22/2003,-0.003683579
8/24/2003,-0.002161297
8/25/2003,0.001603746
8/26/2003,-0.001803626
8/27/2003,0.002876265
8/28/2003,-0.000119501
8/29/2003,0.00959797
8/31/2003,0.000509939
9/1/2003,-0.00250289
9/2/2003,-0.014151718
9/3/2003,0.003498478
9/4/2003,0.008752594
9/5/2003,0.015040138
9/7/2003,-0.000414343
9/8/2003,-0.003135898
9/9/2003,0.013957062
9/10/2003,-0.001221371
9/11/2003,-7.14082E-05
9/12/2003,0.007668
9/14/2003,-0.001842616
9/15/2003,0.000852008
9/16/2003,-0.009390712
9/17/2003,0.009497637
9/18/2003,-0.002420792
9/19/2003,0.011217778
9/21/2003,0.005019251
9/22/2003,0.001618081
9/23/2003,-0.001248712
9/24/2003,0.004424044
9/25/2003,-0.000478756
9/26/2003,-0.002168498
9/28/2003,-0.00077677
9/29/2003,0.012682552
9/30/2003,0.004959462
10/1/2003,0.005218212
10/2/2003,-0.002134508
10/3/2003,-0.009352032
10/5/2003,-0.001684229
10/6/2003,0.012605442
10/7/2003,0.004571009
10/8/2003,0.003827279
10/9/2003,-0.005337762
10/10/2003,0.004523114
10/12/2003,0.000941252
10/13/2003,-0.008886893
10/14/2003,0.001743739
10/15/2003,-0.007560114
10/16/2003,-0.004453692
10/17/2003,0.008567234
10/19/2003,0.002106489
10/20/2003,-0.006289093
10/21/2003,0.002510921
10/22/2003,0.011725451
10/23/2003,-0.001000415
10/24/2003,-0.000560115
10/26/2003,-0.000348145
10/27/2003,-0.00254829
10/28/2003,-0.006310357
10/29/2003,-0.000848438
10/30/2003,-0.003207932
10/31/2003,-0.003106392
11/2/2003,-0.000768228
11/3/2003,-0.010409288
11/4/2003,0.003037789
11/5/2003,-0.004612506
11/6/2003,-0.001975956
11/7/2003,0.009811737
11/9/2003,-0.002125463
11/10/2003,-0.002103909
11/11/2003,0.003589413
11/12/2003,0.009705367
11/13/2003,0.008571772
11/14/2003,0.003605861
11/16/2003,0.000135902
11/17/2003,-0.002420423
11/18/2003,0.018874028
11/19/2003,-0.007904412
11/20/2003,0.003175165
11/21/2003,0.000125933
11/23/2003,-0.000486879
11/24/2003,-0.011422045
11/25/2003,0.001512217
11/26/2003,0.01263933
11/27/2003,-0.002714113
11/28/2003,0.007139737
11/30/2003,-0.001659689
12/1/2003,0.000843755
12/2/2003,0.008121599
12/3/2003,0.002459077
12/4/2003,-0.002221782
12/5/2003,0.006862299
12/7/2003,0.000616604
12/8/2003,0.003680911
12/9/2003,0.003299033
12/10/2003,-0.003467689
12/11/2003,0.000507635
12/12/2003,0.004361809
12/14/2003,-0.010812352
12/15/2003,0.014406563
12/16/2003,0.000998766
12/17/2003,0.006489556
12/18/2003,0.001039694
12/19/2003,-0.003953174
12/21/2003,0.002392635
12/22/2003,-0.000620923
12/23/2003,-4.03447E-05
12/24/2003,0.00407498
12/25/2003,0.000409862
12/26/2003,-0.001903874
12/28/2003,-3.21942E-05
12/29/2003,0.005247823
12/30/2003,0.004683972
12/31/2003,0.003474685
1/1/2004,-0.003931223
1/2/2004,0.003077659
1/4/2004,7.94875E-05
1/5/2004,0.007185096
1/6/2004,0.004024621
1/7/2004,-0.007388195
1/8/2004,0.010665928
1/9/2004,0.003807673
1/11/2004,0.003114195
1/12/2004,-0.008286519
1/13/2004,0.002063441
1/14/2004,-0.010021923
1/15/2004,-0.005512496
1/16/2004,-0.014370581
1/18/2004,-0.002226956
1/19/2004,-0.001455604
1/20/2004,0.018545513
1/21/2004,0.004921682
1/22/2004,0.006005269
1/23/2004,-0.010751251
1/25/2004,-0.000437268
1/26/2004,-0.009051429
1/27/2004,0.014776704
1/28/2004,-0.013952495
